id,insight_type,date_or_month,account_number,category,amount,income,expense,balance,notes,user_id
68b2d15f-7b97-40f8-a970-d23321f8e7ef,Income vs Expense,2024-04,,,,3385.24,492.88,,Net Savings: 2892.36,839a60a1-91b1-4d97-a935-5724cf3463bb
a84b60e1-ca8e-492b-9b33-71b5a2897e88,Income vs Expense,2024-05,,,,2635.95,720.7,,Net Savings: 1915.25,839a60a1-91b1-4d97-a935-5724cf3463bb
42f829d9-ec23-4471-83e8-b61f6c4a2edf,Income vs Expense,2024-06,,,,2315.66,1012.32,,Net Savings: 1303.34,839a60a1-91b1-4d97-a935-5724cf3463bb
b6725a72-14c8-41c6-8a95-153505cdd609,Income vs Expense,2024-07,,,,2304.4900000000002,1179.38,,Net Savings: 1125.11,839a60a1-91b1-4d97-a935-5724cf3463bb
28a2ed0d-94f6-4a96-a73b-874ad78ce67a,Income vs Expense,2024-08,,,,3100.54,620.71,,Net Savings: 2479.83,839a60a1-91b1-4d97-a935-5724cf3463bb
d170130e-0d1c-4e0c-acdb-175b420f59c3,Income vs Expense,2024-09,,,,2110.38,1244.67,,Net Savings: 865.71,839a60a1-91b1-4d97-a935-5724cf3463bb
894f9417-eecd-49b8-bcb4-d06c59591535,Income vs Expense,2024-10,,,,1133.48,1620.38,,Net Savings: -486.90,839a60a1-91b1-4d97-a935-5724cf3463bb
e4bb6927-db6c-4842-be30-1fc882cfdb79,Income vs Expense,2024-11,,,,3194.7,682.14,,Net Savings: 2512.56,839a60a1-91b1-4d97-a935-5724cf3463bb
f4602e58-a9ce-4aee-8619-8eb19996d737,Income vs Expense,2024-12,,,,2050.12,868.45,,Net Savings: 1181.67,839a60a1-91b1-4d97-a935-5724cf3463bb
9f7c06b0-4295-4443-8b59-e7724114d044,Income vs Expense,2025-01,,,,2817.17,939.86,,Net Savings: 1877.31,839a60a1-91b1-4d97-a935-5724cf3463bb
324e6aa6-4548-488d-acae-8202f214c5a0,Income vs Expense,2025-02,,,,2435.36,526.0699999999999,,Net Savings: 1909.29,839a60a1-91b1-4d97-a935-5724cf3463bb
ce6ce605-9ad3-42b8-b5ab-db459a3ab40c,Income vs Expense,2025-03,,,,1829.08,689.41,,Net Savings: 1139.67,839a60a1-91b1-4d97-a935-5724cf3463bb
2d7207da-18b9-42c9-ad58-b86040ebd0b1,Income vs Expense,2025-04,,,,917.8399999999999,272.46,,Net Savings: 645.38,839a60a1-91b1-4d97-a935-5724cf3463bb
cd7fae2a-9e8a-4470-a353-1a75c35bedd3,Spending Pattern - Day,Sunday,,,4118.09,,,,Top spending day,839a60a1-91b1-4d97-a935-5724cf3463bb
2f51abf1-4dd5-49c0-95ea-218b9fd9dade,Spending Pattern - Day,Thursday,,,3950.7599999999998,,,,Top spending day,839a60a1-91b1-4d97-a935-5724cf3463bb
6b725972-31f5-4106-9c29-31fc003f1936,Spending Pattern - Day,Friday,,,3612.84,,,,Top spending day,839a60a1-91b1-4d97-a935-5724cf3463bb
5e34f4d6-d279-4d30-a765-4f386525dd48,Spending Pattern - Hour,4:00,,,1582.71,,,,Peak spending hour,839a60a1-91b1-4d97-a935-5724cf3463bb
1010ce0c-6c51-4be3-a736-a91bd00ac90f,Spending Pattern - Hour,12:00,,,1444.99,,,,Peak spending hour,839a60a1-91b1-4d97-a935-5724cf3463bb
2e7a4420-e252-48c2-b7f8-bbc5821a84aa,Spending Pattern - Hour,11:00,,,1405.85,,,,Peak spending hour,839a60a1-91b1-4d97-a935-5724cf3463bb
ee6b46a8-0fb4-42c3-8c6d-a175f9c5dad3,Financial Health - Savings Rate,,,,0.5082718805730945,,,,Average monthly savings rate,839a60a1-91b1-4d97-a935-5724cf3463bb
7910219b-4df5-48c8-a8fd-56b6dcd0380a,Financial Health - Emergency Fund,,,,,,,33778.35,Emergency fund covers 194.9 months of expenses,839a60a1-91b1-4d97-a935-5724cf3463bb
f1d7ca62-3ae7-4b91-b769-24618d5e2d04,Savings Opportunity - Top Category,,,Entertainment,3094.78,,,,Consider reviewing expenses in this category,839a60a1-91b1-4d97-a935-5724cf3463bb
f676e9d5-9fa6-45c7-a8c2-5d96c95fbfde,Savings Opportunity - Top Category,,,Savings,2826.95,,,,Consider reviewing expenses in this category,839a60a1-91b1-4d97-a935-5724cf3463bb
54959918-2145-49a0-a95e-4734610b88ee,Savings Opportunity - Top Category,,,Shopping,2793.4,,,,Consider reviewing expenses in this category,839a60a1-91b1-4d97-a935-5724cf3463bb
47b4afda-01cd-4b75-9a65-bc7d97f2b344,Savings Opportunity - Top Category,,,Banking,2638.47,,,,Consider reviewing expenses in this category,839a60a1-91b1-4d97-a935-5724cf3463bb
83b3f1c1-365b-4b52-bb34-ef2b58ffcfcd,Savings Opportunity - Top Category,,,Food,2257.58,,,,Consider reviewing expenses in this category,839a60a1-91b1-4d97-a935-5724cf3463bb
405e05cf-04df-4420-be1e-ef04cbbaec4d,Alert - Unusual Spending,Sunday,,,4118.09,,,,Unusually high spending detected on Sunday,839a60a1-91b1-4d97-a935-5724cf3463bb
1458e5f7-cf43-4b96-b350-05cf73a8500d,Alert - Unusual Spending,Thursday,,,3950.7599999999998,,,,Unusually high spending detected on Thursday,839a60a1-91b1-4d97-a935-5724cf3463bb
ec9bbeaf-abae-45f7-8e91-928501679a77,Alert - Unusual Spending,Friday,,,3612.84,,,,Unusually high spending detected on Friday,839a60a1-91b1-4d97-a935-5724cf3463bb
