id,insight_type,date_or_month,account_number,category,amount,income,expense,balance,notes,user_id
a480ba4e-a162-4d8e-b8f5-3cf40eacda13,Income vs Expense,2023-11,,,,774.9300000000001,1278.68,,Net Savings: -503.75,839a60a1-91b1-4d97-a935-5724cf3463bb
d72625d2-6dc4-4a88-a2b6-827e6d3537e3,Income vs Expense,2023-12,,,,2362.61,1089.42,,Net Savings: 1273.19,839a60a1-91b1-4d97-a935-5724cf3463bb
f0f11a74-fd00-453a-bfe0-d3e82fc01607,Income vs Expense,2024-01,,,,2407.63,466.93,,Net Savings: 1940.70,839a60a1-91b1-4d97-a935-5724cf3463bb
edb000e8-2d17-4295-8e4e-43d0ddf486c5,Income vs Expense,2024-02,,,,1753.6000000000001,1338.3600000000001,,Net Savings: 415.24,839a60a1-91b1-4d97-a935-5724cf3463bb
e6fb1652-691a-4bd6-b4d6-5163042d53ef,Income vs Expense,2024-03,,,,2718.24,1149.03,,Net Savings: 1569.21,839a60a1-91b1-4d97-a935-5724cf3463bb
cb3cfdb4-13f5-42db-ba29-046db7667001,Income vs Expense,2024-04,,,,3385.24,492.88,,Net Savings: 2892.36,839a60a1-91b1-4d97-a935-5724cf3463bb
88924266-4a35-4d5d-b609-c516e0b267b0,Income vs Expense,2024-05,,,,2635.95,720.7,,Net Savings: 1915.25,839a60a1-91b1-4d97-a935-5724cf3463bb
ed7507b4-d291-4679-af08-937ec0f04a7b,Income vs Expense,2024-06,,,,2315.66,1012.32,,Net Savings: 1303.34,839a60a1-91b1-4d97-a935-5724cf3463bb
43e6ad37-7b02-4222-b259-f181c647a99b,Income vs Expense,2024-07,,,,2304.4900000000002,1179.38,,Net Savings: 1125.11,839a60a1-91b1-4d97-a935-5724cf3463bb
af8a3795-a4d7-4cb8-8702-6307d4f91d29,Income vs Expense,2024-08,,,,3100.54,620.71,,Net Savings: 2479.83,839a60a1-91b1-4d97-a935-5724cf3463bb
e5320f58-e7dc-4fab-ac12-dd202936347a,Income vs Expense,2024-09,,,,2110.38,1244.67,,Net Savings: 865.71,839a60a1-91b1-4d97-a935-5724cf3463bb
c9ca5789-b483-4cab-bb93-82468d7e54a5,Income vs Expense,2024-10,,,,1133.48,1620.38,,Net Savings: -486.90,839a60a1-91b1-4d97-a935-5724cf3463bb
2a2f8521-3092-43e9-9e88-0de9f41146a1,Income vs Expense,2024-11,,,,3194.7,682.14,,Net Savings: 2512.56,839a60a1-91b1-4d97-a935-5724cf3463bb
cca05e79-ac6b-47a8-9799-9cbebf33b1a6,Income vs Expense,2024-12,,,,2050.12,868.45,,Net Savings: 1181.67,839a60a1-91b1-4d97-a935-5724cf3463bb
cf46aa2c-54bb-4c71-92aa-0b637c34ca93,Income vs Expense,2025-01,,,,2817.17,939.86,,Net Savings: 1877.31,839a60a1-91b1-4d97-a935-5724cf3463bb
a6fda4ed-3d57-48dc-b886-32a4ffe4bac9,Income vs Expense,2025-02,,,,2435.36,526.0699999999999,,Net Savings: 1909.29,839a60a1-91b1-4d97-a935-5724cf3463bb
1d6eda93-7f7a-4a5f-b631-11bdcc74d664,Income vs Expense,2025-03,,,,1829.08,689.41,,Net Savings: 1139.67,839a60a1-91b1-4d97-a935-5724cf3463bb
e31a2f96-78dd-46f9-862b-36a9454ff30b,Income vs Expense,2025-04,,,,917.8399999999999,272.46,,Net Savings: 645.38,839a60a1-91b1-4d97-a935-5724cf3463bb
260be54d-286e-4ba5-8982-e694b561819a,Spending Pattern - Day,Sunday,,,4118.09,,,,Top spending day,839a60a1-91b1-4d97-a935-5724cf3463bb
a943f9d7-fdff-462e-829a-062bafde8287,Spending Pattern - Day,Thursday,,,3950.7599999999998,,,,Top spending day,839a60a1-91b1-4d97-a935-5724cf3463bb
add45691-b63e-4496-8ddd-5da3a5940444,Spending Pattern - Day,Friday,,,3612.84,,,,Top spending day,839a60a1-91b1-4d97-a935-5724cf3463bb
53948e65-44c7-450c-b170-475616306ae3,Spending Pattern - Hour,4:00,,,1582.71,,,,Peak spending hour,839a60a1-91b1-4d97-a935-5724cf3463bb
18cf8564-ef42-4fd7-a78f-918bbb268252,Spending Pattern - Hour,12:00,,,1444.99,,,,Peak spending hour,839a60a1-91b1-4d97-a935-5724cf3463bb
019f8c60-595e-4cce-b3b3-1fb078e6856a,Spending Pattern - Hour,11:00,,,1405.85,,,,Peak spending hour,839a60a1-91b1-4d97-a935-5724cf3463bb
48fe3d33-045b-4d07-a70f-ec73e5c841d8,Financial Health - Savings Rate,,,,0.5082718805730945,,,,Average monthly savings rate,839a60a1-91b1-4d97-a935-5724cf3463bb
b5226785-29fa-4155-a2f0-e3b056ff01a0,Financial Health - Emergency Fund,,,,,,,33778.35,Emergency fund covers 194.9 months of expenses,839a60a1-91b1-4d97-a935-5724cf3463bb
2ba967cd-ce64-48e8-aec5-021574e50165,Savings Opportunity - Top Category,,,Entertainment,3094.78,,,,Consider reviewing expenses in this category,839a60a1-91b1-4d97-a935-5724cf3463bb
f4f2b3ce-d0bb-4257-a2d2-11b76adae90e,Savings Opportunity - Top Category,,,Savings,2826.95,,,,Consider reviewing expenses in this category,839a60a1-91b1-4d97-a935-5724cf3463bb
cf735b22-09bc-4935-83b0-07239179bf13,Savings Opportunity - Top Category,,,Shopping,2793.4,,,,Consider reviewing expenses in this category,839a60a1-91b1-4d97-a935-5724cf3463bb
82a240ff-8483-4413-a44c-2c0a609d7f9b,Savings Opportunity - Top Category,,,Banking,2638.47,,,,Consider reviewing expenses in this category,839a60a1-91b1-4d97-a935-5724cf3463bb
aa09b53f-5c26-43e7-b100-d642ced2b0c8,Savings Opportunity - Top Category,,,Food,2257.58,,,,Consider reviewing expenses in this category,839a60a1-91b1-4d97-a935-5724cf3463bb
ef81c342-da4a-4cba-9812-7d7d11a858dd,Alert - Unusual Spending,Sunday,,,4118.09,,,,Unusually high spending detected on Sunday,839a60a1-91b1-4d97-a935-5724cf3463bb
7a803f24-9b09-4bc8-9005-d6ec9c260c70,Alert - Unusual Spending,Thursday,,,3950.7599999999998,,,,Unusually high spending detected on Thursday,839a60a1-91b1-4d97-a935-5724cf3463bb
7ff764f8-edc9-4747-9e00-8779557bf2a0,Alert - Unusual Spending,Friday,,,3612.84,,,,Unusually high spending detected on Friday,839a60a1-91b1-4d97-a935-5724cf3463bb
